contig	orf	taxonomy	erfc	orf_taxonomy	refseq_product	refseq_evalue	refseq_bitscore
k81_5748	k81_5748_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	1	Alistipes putredinis	hypothetical protein	5.1e-61	241.5
k81_5392	k81_5392_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	ATP-dependent endonuclease	2.8e-102	379.0
k81_5660	k81_5660_1		1.0	root	hypothetical protein	NA	NA
k81_8644	k81_8644_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	polysaccharide biosynthesis protein GtrA	3.8e-72	278.5
k81_8644	k81_8644_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	aureobasidin A resistance protein	3.0e-124	452.2
k81_8665	k81_8665_1		1.0	root	hypothetical protein	NA	NA
k81_7384	k81_7384_1		1.0	root	hypothetical protein	NA	NA
k81_8454	k81_8454_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.04141670648736806	Prevotella copri	hypothetical protein	1.5e-61	243.0
k81_8454	k81_8454_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.04141670648736806	Prevotella copri	hypothetical protein	4.1e-266	924.9
k81_8454	k81_8454_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.04141670648736806	Prevotella copri	lipoprotein	3.0e-47	196.1
k81_8803	k81_8803_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	root	hypothetical protein	NA	NA
k81_8803	k81_8803_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	peptidylarginine deiminase-related protein	5.6e-28	130.6
k81_9975	k81_9975_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1	Bacteroides vulgatus	transporter	2.1e-91	342.8
k81_9975	k81_9975_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1	root	hypothetical protein	NA	NA
k81_4356	k81_4356_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	Bacteroides	MULTISPECIES: 50S ribosomal protein L19	1.6e-55	223.0
k81_407	k81_407_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprophilus	1	Bacteroides coprophilus	hypothetical protein	3.4e-191	675.2
k81_5395	k81_5395_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	3-isopropylmalate dehydrogenase	8.2e-176	624.0
k81_5834	k81_5834_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	ABC transporter ATP-binding protein	2.5e-94	352.4
k81_1268	k81_1268_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.09589096714246548	Bacteroides	MULTISPECIES: hypothetical protein	6.9e-92	344.4
k81_1268	k81_1268_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.09589096714246548	Bacteroides fragilis	ribonucleotide-diphosphate reductase subunit alpha, partial	5.1e-27	127.5
k81_680	k81_680_1		1.0	root	hypothetical protein	NA	NA
k81_398	k81_398_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	malate dehydrogenase	3.4e-55	221.9
k81_398	k81_398_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	hypothetical protein	1.6e-47	196.1
k81_3339	k81_3339_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	haloacid dehalogenase	1.5e-96	360.1
k81_1059	k81_1059_2		1.0	root	hypothetical protein	NA	NA
k81_8621	k81_8621_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	carbamoyl phosphate synthase large subunit	0.0e+00	1144.0
k81_6578	k81_6578_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	1	Bacteroides uniformis	chromosome partitioning protein ParA	7.1e-51	208.0
k81_5885	k81_5885_1		1.0	root	hypothetical protein	NA	NA
k81_7046	k81_7046_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1	Bacteroides vulgatus	hypothetical protein	9.4e-77	293.9
k81_3962	k81_3962_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia	1	Bacteroidia	MULTISPECIES: ATPase	4.4e-88	331.6
k81_6653	k81_6653_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Barnesiella;s__Barnesiella viscericola	1	Barnesiella viscericola	site-specific DNA-methyltransferase	4.9e-116	424.9
k81_5006	k81_5006_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella copri	acyltransferase	2.9e-81	308.9
k81_5006	k81_5006_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella albensis	D-alanine--D-alanine ligase A	1.4e-165	590.1
k81_5225	k81_5225_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1	Bacteroides vulgatus	hypothetical protein	6.9e-77	294.3
k81_6622	k81_6622_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	hypothetical protein	2.1e-70	272.7
k81_10242	k81_10242_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	hybrid sensor histidine kinase/response regulator	3.1e-108	399.1
k81_6924	k81_6924_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	3-hydroxymethylcephem carbamoyltransferase	2.0e-80	306.2
k81_6765	k81_6765_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella disiens	1	Prevotella disiens	ATPase	7.3e-96	357.8
k81_6019	k81_6019_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	putative para-nitrobenzyl esterase	1.3e-176	626.7
k81_8756	k81_8756_1		1.0	root	hypothetical protein	NA	NA
k81_2392	k81_2392_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	1	Bacteroides fragilis	integrase	6.2e-71	274.6
k81_4241	k81_4241_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. 109	1	Prevotella sp. 109	glycoside hydrolase xylanase	5.3e-125	455.3
k81_8985	k81_8985_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	1	Bacteroides fragilis	DNA methylase	2.6e-159	569.3
k81_3958	k81_3958_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	peptidylarginine deiminase-related protein	2.3e-130	472.6
k81_2758	k81_2758_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	glycosyl transferase family 2	7.6e-34	150.6
k81_9460	k81_9460_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella	MULTISPECIES: elongation factor 4	6.6e-310	1070.5
k81_9460	k81_9460_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella copri	cyclic nucleotide-binding protein	1.6e-73	283.1
k81_2297	k81_2297_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1	Bacteroidales	MULTISPECIES: hypothetical protein	5.3e-106	391.3
k81_7356	k81_7356_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1	Bacteroidales	MULTISPECIES: conjugal transfer protein TraG	9.6e-141	507.3
k81_6366	k81_6366_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	signal peptidase I	9.1e-283	979.9
k81_6366	k81_6366_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	4-hydroxy-tetrahydrodipicolinate reductase	1.2e-145	523.5
k81_10117	k81_10117_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	DNA-directed RNA polymerase subunit beta'	4.6e-74	285.0
k81_3274	k81_3274_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	membrane protein	1.0e-300	1039.6
k81_2374	k81_2374_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides distasonis	1	Parabacteroides distasonis	hemolysin	8.2e-70	270.8
k81_632	k81_632_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	Bacteroides	MULTISPECIES: hypothetical protein	1.3e-78	300.1
k81_4919	k81_4919_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.09589096714246548	Bacteroidales	MULTISPECIES: hypothetical protein	1.9e-30	139.0
k81_4919	k81_4919_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.09589096714246548	Bacteroides vulgatus	Zeta toxin family protein	4.7e-54	218.0
k81_4322	k81_4322_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	hypothetical protein	1.3e-102	380.2
k81_2214	k81_2214_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	recombinase RmuC	1.4e-173	616.7
k81_3437	k81_3437_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	aminodeoxychorismate lyase	2.2e-110	406.0
k81_6080	k81_6080_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	tRNA (guanine(46)-N(7))-methyltransferase	3.2e-96	359.0
k81_6080	k81_6080_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	cytochrome C biogenesis protein CycH	1.2e-82	313.5
k81_2128	k81_2128_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	XRE family transcriptional regulator	1.3e-37	162.9
k81_7338	k81_7338_1		1.0	root	hypothetical protein	NA	NA
k81_3145	k81_3145_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	divergent AAA ATP	8.3e-122	444.1
k81_9763	k81_9763_1		1.0	root	hypothetical protein	NA	NA
k81_9763	k81_9763_3		1.0	root	hypothetical protein	NA	NA
k81_5904	k81_5904_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.09589096714246548	Bacteroides	MULTISPECIES: hypothetical protein	2.8e-44	185.3
k81_5904	k81_5904_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.09589096714246548	Bacteroides ovatus	hypothetical protein	3.3e-36	158.3
k81_4450	k81_4450_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1	Bacteroidales	MULTISPECIES: hypothetical protein	5.2e-46	191.0
k81_7515	k81_7515_4		1.0	root	hypothetical protein	NA	NA
k81_4301	k81_4301_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	hypothetical protein	4.2e-67	261.9
k81_4595	k81_4595_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella baroniae	1	Prevotella baroniae	DNA mismatch repair protein MutS	8.7e-135	487.6
k81_8020	k81_8020_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella salivae	1	Prevotella salivae	phosphoribosylformylglycinamidine synthase	2.7e-129	469.2
k81_2681	k81_2681_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	0.16503796424971728	Bacteroides faecis	hypothetical protein	1.5e-32	146.0
k81_2681	k81_2681_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	0.16503796424971728	Bacteria Latreille et al. 1825	MULTISPECIES: hypothetical protein	4.5e-55	221.5
k81_2681	k81_2681_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	0.16503796424971728	Bacteroides faecis	conjugal transfer protein TraE	6.8e-60	237.7
k81_2681	k81_2681_4	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	0.16503796424971728	Bacteroides faecis	hypothetical protein	3.6e-48	198.4
k81_2681	k81_2681_5	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	0.16503796424971728	Bacteroides faecis	hypothetical protein	4.3e-44	184.9
k81_2681	k81_2681_6	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	0.16503796424971728	Prevotella bryantii	conjugal transfer protein TraG	0.0e+00	1075.8
k81_5849	k81_5849_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	LemA family protein	1.3e-64	253.4
k81_1793	k81_1793_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides distasonis	1	Parabacteroides distasonis	hypothetical protein	1.7e-22	112.8
k81_1793	k81_1793_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides distasonis	1	root	hypothetical protein	NA	NA
k81_6983	k81_6983_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bryantii	1	Prevotella bryantii	phosphotransferase	1.2e-211	743.4
k81_6983	k81_6983_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bryantii	1	root	hypothetical protein	NA	NA
k81_928	k81_928_1	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	1	Salmonella enterica	transposase	7.6e-58	230.7
k81_928	k81_928_2	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	1	root	hypothetical protein	NA	NA
k81_1766	k81_1766_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	very short patch repair endonuclease	3.0e-95	355.5
k81_2413	k81_2413_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella copri	RNA polymerase	2.7e-79	302.4
k81_2413	k81_2413_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella bryantii	molecular chaperone HtpG	6.0e-209	734.6
k81_7688	k81_7688_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1	Bacteroides vulgatus	glycoside hydrolase	2.9e-63	248.8
k81_4680	k81_4680_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	1	Alistipes putredinis	hypothetical protein	2.9e-79	302.4
k81_4257	k81_4257_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	transposase	5.3e-133	481.5
k81_4257	k81_4257_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	root	hypothetical protein	NA	NA
k81_6329	k81_6329_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	Na+/H+ antiporter	7.9e-117	427.6
k81_5375	k81_5375_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	ribonuclease Y	8.2e-80	304.3
k81_9206	k81_9206_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1	Bacteroides vulgatus	histidine kinase	1.1e-80	307.0
k81_8060	k81_8060_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella stercorea	0.09589096714246548	Prevotella stercorea	hypothetical protein	2.6e-15	88.6
k81_8060	k81_8060_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella stercorea	0.09589096714246548	Prevotella stercorea	hypothetical protein	2.7e-61	242.7
k81_8060	k81_8060_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella stercorea	0.09589096714246548	root	hypothetical protein	NA	NA
k81_6058	k81_6058_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1	Bacteroidales	MULTISPECIES: hypothetical protein	4.4e-67	261.5
k81_6058	k81_6058_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1	root	hypothetical protein	NA	NA
k81_7713	k81_7713_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_33FAA	1	Bacteroides sp. 3_1_33FAA	DNA methyltransferase	5.9e-108	397.9
k81_8388	k81_8388_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.3063154055027367	Prevotella copri	hypothetical protein	9.5e-149	533.9
k81_8388	k81_8388_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.3063154055027367	Prevotella copri	methyltransferase	1.5e-97	363.2
k81_8388	k81_8388_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.3063154055027367	Prevotella bryantii	cardiolipin synthase	5.3e-214	751.5
k81_8388	k81_8388_4	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.3063154055027367	Prevotella copri	DNA primase	0.0e+00	1284.2
k81_1522	k81_1522_1		1.0	root	hypothetical protein	NA	NA
k81_6148	k81_6148_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	membrane protein	8.2e-128	464.2
k81_4496	k81_4496_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.01853167775119914	Prevotella copri	TonB-dependent receptor	0.0e+00	1175.2
k81_4496	k81_4496_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.01853167775119914	Prevotella copri	hypothetical protein	5.6e-94	351.3
k81_4496	k81_4496_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.01853167775119914	Prevotella copri	ATP-dependent Clp protease ClpS	2.8e-48	198.7
k81_4496	k81_4496_4	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.01853167775119914	Prevotella copri	ATP-dependent Clp protease ClpA	4.8e-54	218.0
k81_9596	k81_9596_1		1.0	root	hypothetical protein	NA	NA
k81_9596	k81_9596_2		1.0	root	hypothetical protein	NA	NA
k81_6989	k81_6989_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella bryantii	hypothetical protein	8.1e-59	234.2
k81_6989	k81_6989_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella paludivivens	alpha-L-fucosidase	3.2e-34	152.1
k81_3980	k81_3980_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	transketolase	2.2e-90	339.3
k81_1412	k81_1412_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.09589096714246548	root	hypothetical protein	NA	NA
k81_1412	k81_1412_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.09589096714246548	Bacteroidales	MULTISPECIES: hypothetical protein	2.1e-54	219.2
k81_1412	k81_1412_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.09589096714246548	Bacteroidales	MULTISPECIES: hypothetical protein	2.4e-43	182.2
k81_1940	k81_1940_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	hypothetical protein	7.7e-35	153.7
k81_1940	k81_1940_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	5-aminoimidazole-4-carboxamide ribonucleotide transformylase	2.0e-97	362.8
k81_3765	k81_3765_1		1.0	root	hypothetical protein	NA	NA
k81_3765	k81_3765_2		1.0	root	hypothetical protein	NA	NA
k81_5494	k81_5494_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	1	Prevotella	MULTISPECIES: acyl dehydratase	4.4e-69	268.5
k81_7953	k81_7953_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	4.5e-94	351.7
k81_8288	k81_8288_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprophilus	1	Bacteroides coprophilus	hypothetical protein	2.5e-55	222.2
k81_8601	k81_8601_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_23	1	Bacteroides sp. 3_1_23	SusC/RagA family TonB-linked outer membrane protein	8.9e-115	420.6
k81_3652	k81_3652_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	Bacteroides	MULTISPECIES: starch-binding protein	2.2e-113	416.0
k81_4846	k81_4846_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1	Bacteroidales	MULTISPECIES: DUF3408 domain-containing protein	1.1e-81	310.5
k81_5806	k81_5806_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.3063154055027367	Prevotella sp. P4-65	LysR family transcriptional regulator	3.2e-77	295.8
